age,monthly_avg_access_days,weekly_avg_access_days,weight_records,sleep_records,food_records,menstruation_records
33,15,6,31,4,66,2
28,14,5,27,28,80,2
55,12,4,3,27,8,0
29,3,2,1,28,0,1
34,12,5,13,28,9,2
28,14,5,43,26,78,2
37,13,5,26,26,31,6
19,12,5,23,25,55,2
34,12,5,16,24,0,2
34,11,5,16,22,79,1
50,10,5,14,21,0,2
26,11,5,16,19,51,1
22,10,5,14,20,19,2
26,10,5,3,19,2,3
35,9,4,5,18,0,6
23,12,4,9,12,14,1
27,13,5,20,26,11,1
50,13,5,29,25,48,1
43,13,5,23,25,17,2
47,12,5,26,24,65,2
22,8,4,6,21,4,1
32,7,3,3,21,1,1
48,10,5,17,20,30,1
30,7,3,5,17,25,1
17,6,4,7,13,0,1
35,10,3,15,10,37,1
25,11,3,9,10,10,1
20,11,3,8,10,13,2
22,9,4,11,8,24,1
45,28,6,92,75,1,0
52,29,6,606,828,2211,0
30,6,2,9,72,1,2
42,4,2,37,0,0,1
34,23,5,374,404,765,2
45,16,4,76,473,571,25
27,10,3,7,12,8,2
49,21,5,239,441,390,11
30,11,3,18,1,9,2
39,29,6,1183,652,2704,22
47,5,2,0,49,0,4
55,29,6,485,548,1505,0
35,8,3,31,297,29,18
20,12,3,10,307,1,2
50,27,6,348,477,439,19
40,21,5,10,0,0,0
39,27,6,417,473,109,17
32,26,6,271,462,6,17
29,16,4,30,45,29,1
47,22,5,18,437,0,0
43,28,6,490,433,1344,15
39,24,5,15,387,3,17
38,26,6,394,400,850,9
37,24,5,321,375,21,16
32,6,2,28,308,167,4
44,28,6,199,353,121,13
54,17,4,120,277,236,1
37,27,6,76,566,292,14
45,27,6,216,352,857,13
27,7,3,47,113,39,1
44,28,6,615,327,62,0
44,23,5,46,311,59,6
41,22,5,55,272,53,3
50,27,6,400,331,167,0
56,20,5,204,323,330,1
53,23,5,30,244,8,2
50,13,3,98,294,231,1
63,28,6,303,302,301,0
55,24,5,246,305,0,0
40,12,3,51,146,18,10
37,14,5,160,158,15,2
36,3,2,3,4,2,1
42,26,6,269,264,359,13
45,21,5,27,260,27,3
48,24,6,162,227,171,10
32,24,6,254,218,6,9
35,26,6,195,207,115,9
51,25,6,309,162,59,0
18,20,5,3,162,29,7
45,8,2,2,74,16,6
55,15,4,44,156,6,0
27,22,6,77,155,17,0
23,21,5,92,152,15,6
68,25,6,105,148,10,0
27,18,5,47,139,4,13
27,18,4,2,100,12,7
39,23,6,145,263,18,9
59,22,6,105,136,5,0
35,12,3,19,104,6,7
48,15,4,8,107,6,0
51,24,6,123,125,60,1
51,15,4,4,80,44,0
20,24,6,284,121,441,2
23,21,6,108,119,109,2
35,23,6,112,112,113,2
55,26,6,1,102,82,0
38,23,6,3,98,0,1
20,21,5,53,95,90,4
36,22,6,76,93,34,11
45,23,6,83,94,228,3
31,11,3,30,92,11,8
46,22,6,90,93,191,5
58,16,4,1,2,0,0
19,12,3,13,85,21,4
25,22,6,94,89,304,4
45,21,6,85,85,263,4
48,20,6,31,83,2,4
49,15,5,1,75,0,1
36,10,3,27,73,50,3
33,16,5,1,0,0,1
26,24,6,1,72,0,1
31,23,6,65,70,215,3
31,22,6,78,68,183,4
49,21,6,61,63,224,0
31,20,6,35,63,63,4
45,21,6,78,62,121,2
43,20,6,115,60,198,3
30,18,6,46,55,54,1
39,18,6,57,54,85,4
25,15,5,3,55,2,3
40,16,5,27,50,131,4
27,15,5,49,42,5,3
37,16,6,44,49,0,3
34,16,6,30,47,69,2
39,16,6,49,48,141,5
31,15,5,47,47,141,3
37,14,5,3,41,0,3
29,22,6,45,46,126,2
48,13,4,12,12,25,2
23,12,4,8,11,33,1
37,10,3,8,9,33,0
48,10,5,16,9,24,0
,28,6,1024,1587,2703,0
25,9,4,2,26,76,1
32,9,3,77,198,0,19
36,28,6,1537,264,435,1
27,22,5,411,415,8,21
31,11,3,19,75,18,1
34,25,6,426,490,260,18
33,15,3,229,467,144,8
46,28,6,455,187,339,10
32,7,3,37,231,24,3
30,28,6,85,463,482,18
28,9,2,14,416,4,10
31,15,4,60,102,1,5
32,16,3,57,390,116,12
28,8,3,3,23,6,0
32,23,5,393,645,4,15
46,16,4,54,257,115,0
35,11,3,109,232,177,1
32,25,6,128,373,1,17
25,11,3,27,219,329,4
31,18,5,186,259,0,8
34,22,5,122,344,105,1
31,6,2,32,84,11,2
48,27,6,390,332,0,0
25,18,4,67,252,597,9
29,17,4,82,281,91,6
22,10,2,24,245,11,18
53,24,6,58,258,102,1
25,9,3,49,70,18,7
29,28,6,310,555,960,10
53,14,5,93,194,101,0
54,20,5,242,291,33,1
48,24,6,6,287,5,5
48,28,6,15,284,2,18
73,27,6,71,279,0,0
45,26,6,57,265,202,11
52,23,6,180,194,6,4
38,8,2,8,153,0,3
39,24,6,243,172,249,6
44,20,5,59,125,14,1
18,18,5,75,148,109,6
22,24,6,113,146,403,8
53,9,3,1,0,0,0
29,24,6,97,120,187,4
49,21,6,113,113,4,4
24,3,1,3,4,2,1
36,25,6,90,187,280,5
33,22,6,3,99,140,4
20,16,4,1,81,0,1
43,14,5,24,29,0,2
44,10,4,4,29,14,2
39,14,5,42,27,77,7
45,14,5,31,27,73,2
26,13,5,24,26,96,2
53,13,5,24,27,83,1
34,7,3,3,21,2,1
27,11,5,11,22,80,8
24,4,2,1,3,0,2
38,9,4,17,19,51,2
24,8,5,16,16,47,5
31,8,5,16,15,49,2
49,6,4,1,0,0,0
32,12,4,14,12,31,1
51,10,3,4,9,0,0
44,5,2,1,5,9,1
33,25,6,208,211,258,7
44,9,3,19,203,4,4
47,10,3,29,191,3,0
54,20,5,188,143,38,10
,23,6,60,134,3,0
45,24,6,2,170,1,2
30,7,3,34,144,45,7
21,23,5,23,157,1,1
37,9,2,37,146,15,5
55,26,6,153,155,127,1
44,25,6,138,155,426,6
48,25,6,33,154,297,6
32,21,5,106,140,163,6
51,8,3,3,29,0,0
33,26,6,127,133,138,9
57,25,6,127,126,427,0
26,9,4,3,58,34,5
34,23,6,99,120,242,5
30,18,5,37,115,49,1
30,20,5,10,113,1,3
22,21,6,93,112,121,3
37,19,5,2,106,1,4
33,19,5,79,107,170,4
47,13,4,49,128,34,4
41,25,6,66,104,0,5
38,15,4,15,88,14,3
32,19,5,46,76,50,4
33,15,4,2,96,2,7
27,14,4,9,88,14,1
38,20,6,31,84,18,0
37,20,6,20,85,102,2
54,19,6,27,83,274,1
22,10,3,30,53,4,3
59,23,6,107,68,178,1
31,20,5,9,69,6,1
32,18,4,4,120,15,1
41,22,6,45,67,2,3
38,21,6,3,62,4,1
39,18,5,23,62,16,0
32,14,4,21,52,42,2
40,17,5,29,51,190,3
29,14,5,23,41,14,1
43,11,4,22,47,10,3
48,10,4,23,44,0,0
34,19,5,14,39,114,3
27,20,5,42,39,102,3
46,7,3,16,6,17,1
19,13,4,12,27,35,2
25,15,5,4,18,1,1
26,19,5,6,184,2,5
52,20,5,1,230,0,0
35,19,5,85,182,144,8
26,13,3,75,205,0,0
33,25,6,184,207,479,8
24,26,6,148,188,606,10
34,26,6,198,185,720,16
30,22,6,160,275,219,1
50,13,3,26,107,4,7
24,18,4,119,147,208,7
16,10,3,17,143,45,0
53,25,6,4,154,504,6
24,19,5,101,116,118,4
31,19,5,9,121,59,1
40,22,6,232,136,554,6
25,13,3,46,141,11,6
16,16,4,46,126,1,1
54,25,6,134,129,11,4
26,7,3,27,59,55,1
39,24,6,109,125,126,4
31,13,4,14,89,7,2
33,22,6,52,110,44,4
44,11,4,42,34,51,1
44,25,6,94,104,76,5
47,25,6,61,101,169,2
32,24,6,9,99,0,3
43,24,6,12,97,14,0
28,22,6,4,78,3,4
22,15,4,52,94,50,1
53,16,5,2,88,2,1
33,19,5,22,87,71,1
29,16,5,4,69,9,6
29,20,6,12,79,21,1
27,19,6,78,77,194,1
29,19,6,75,77,163,5
51,18,6,119,74,199,2
54,22,6,34,63,0,0
26,19,5,42,63,43,1
43,17,5,8,56,52,4
45,17,5,43,52,146,3
35,16,5,35,52,37,3
54,14,5,28,45,84,0
23,15,5,36,50,136,7
31,15,5,8,46,41,2
32,22,6,47,44,136,3
55,21,6,42,42,141,0
41,17,4,30,40,14,3
29,17,5,28,34,27,1
48,18,6,45,36,95,3
57,27,6,132,135,135,0
59,16,4,33,102,62,0
29,22,6,109,114,197,9
31,19,5,22,112,18,1
55,21,6,102,110,0,0
48,21,6,84,106,0,5
59,21,6,53,101,1,0
40,21,6,3,105,13,6
27,21,5,43,96,1,4
36,26,6,104,103,303,4
31,25,6,99,101,98,5
22,22,6,7,94,80,2
26,24,6,83,96,174,0
45,17,4,44,92,37,3
31,22,6,88,87,287,0
31,20,5,43,86,51,1
48,18,5,68,76,77,0
34,19,5,37,67,1,3
35,19,6,31,80,1,3
21,16,4,60,1,0,3
33,18,5,22,72,18,4
28,19,6,58,78,277,4
46,21,5,2,74,0,1
23,20,5,10,68,3,4
30,23,6,65,72,166,4
31,15,4,2,59,2,3
52,17,5,2,63,2,1
39,21,6,18,63,36,0
43,18,6,46,55,132,4
27,17,5,2,56,0,1
34,17,5,20,54,1,5
39,17,5,56,53,52,1
46,6,3,15,41,41,5
24,16,6,8,41,3,1
60,16,6,2,49,0,0
30,12,4,34,34,96,37
26,14,5,5,17,15,1
24,14,5,35,46,73,2
24,17,5,2,44,0,3
50,14,4,5,42,0,1
49,16,5,15,20,46,3
48,16,5,20,32,19,2
45,16,5,31,32,53,1
54,16,5,33,32,40,1
38,16,5,19,32,2,2
29,11,3,4,0,1,1
45,16,5,29,31,104,2
25,9,3,2,18,0,2
37,14,5,17,29,66,2
33,23,5,160,271,90,9
41,25,6,118,248,288,9
32,18,5,213,235,90,10
49,25,6,215,227,5,5
16,25,6,392,230,831,0
44,27,6,206,216,2,10
52,11,3,7,115,37,1
28,18,4,94,181,112,7
32,23,5,109,156,112,1
26,13,3,9,153,6,2
48,23,6,1,161,2,7
21,19,5,39,170,2,6
37,24,6,167,169,266,7
61,24,6,150,168,3,0
37,23,6,165,167,288,8
23,23,5,71,160,83,1
47,25,6,70,153,295,5
24,22,6,261,185,227,4
51,14,4,3,119,1,1
17,25,6,85,126,472,4
35,25,6,102,126,429,6
34,21,6,108,109,107,1
33,24,6,120,122,330,6
49,22,6,1,119,6,11
28,13,4,2,61,38,6
24,22,6,111,111,112,1
27,19,5,32,120,90,3
38,20,6,19,105,84,3
30,17,4,6,102,43,5
30,16,4,66,80,114,4
36,18,4,35,93,146,4
26,19,5,13,81,76,3
45,22,6,86,67,174,1
29,22,6,93,89,22,2
27,22,5,4,66,25,10
24,24,6,10,72,0,4
54,24,6,90,72,185,1
45,23,6,159,69,235,4
30,22,6,24,121,1,3
22,8,2,28,36,22,4
53,20,6,25,48,57,0
28,15,5,59,56,125,2
30,17,5,4,62,5,0
46,11,3,23,53,66,2
58,19,6,56,61,170,1
51,17,5,27,58,23,0
41,16,5,25,54,25,3
24,17,6,46,51,135,2
17,15,5,31,45,93,2
32,22,5,93,124,99,7
33,25,6,121,130,238,8
42,22,6,93,120,2,2
34,16,4,9,112,18,4
25,20,6,45,100,15,1
34,22,6,104,114,164,0
39,17,5,71,112,22,5
20,25,6,105,100,154,1
59,25,6,101,104,4,0
40,13,5,48,52,47,4
17,10,5,12,27,26,3
18,14,3,7,96,22,1
41,23,6,70,95,253,4
22,20,5,34,93,146,4
62,23,6,61,92,291,0
25,17,5,63,85,1,3
45,20,6,159,84,231,9
28,19,6,77,77,267,0
32,15,5,55,76,130,4
31,23,5,70,72,75,1
28,21,5,1,71,1,3
52,19,5,11,22,2,0
38,22,6,47,67,6,3
24,19,5,3,58,18,1
50,20,6,37,61,8,0
61,18,6,6,56,11,0
44,18,6,4,0,0,0
23,15,5,47,48,6,2
32,16,6,54,49,187,0
32,14,4,7,39,6,1
39,19,6,30,37,0,0
18,17,5,18,35,112,2
32,17,5,34,34,105,2
41,17,5,24,34,121,3
28,17,5,19,33,28,1
29,17,5,37,33,31,1
37,17,5,35,33,114,2
32,15,5,3,31,2,1
27,16,5,23,32,12,2
31,16,5,31,31,63,2
32,16,5,34,30,59,2
48,16,5,52,31,98,0
43,16,5,40,31,62,2
45,16,5,27,31,119,6
39,14,5,19,30,18,7
25,15,6,20,30,31,2
53,15,6,29,29,0,1
44,12,4,1,25,0,2
43,11,4,1,24,0,1
39,20,5,63,77,102,4
50,17,4,29,46,5,4
54,24,6,335,94,242,1
47,23,6,95,96,93,2
38,21,6,77,86,255,4
50,19,6,74,77,3,1
52,17,5,44,76,54,4
28,14,5,11,73,19,4
39,24,6,15,73,14,4
43,25,6,75,74,267,3
36,23,6,19,71,34,1
31,22,6,131,66,255,3
37,21,6,51,64,174,4
38,20,6,86,61,154,3
21,19,6,47,56,157,4
30,18,6,50,54,152,2
44,17,6,63,52,157,3
40,17,6,48,50,0,6
43,16,6,51,49,190,3
38,15,5,31,46,0,2
26,20,5,11,43,36,3
35,15,4,10,43,13,2
17,21,6,49,41,149,3
38,20,5,36,40,106,2
21,20,5,13,39,64,2
33,19,5,22,38,62,3
31,13,4,5,37,5,1
60,17,5,31,37,0,0
24,19,6,51,37,101,7
32,16,5,2,32,4,1
14,17,5,1,35,110,1
25,17,5,1,33,0,2
34,15,5,36,33,86,2
41,8,2,1,29,0,3
33,14,5,25,28,5,2
28,14,5,4,26,20,0
44,13,5,19,26,2,0
43,12,5,48,54,51,3
47,9,3,1,26,2,2
28,8,4,11,24,10,2
31,12,5,12,24,69,7
51,12,5,15,24,0,1
32,10,5,8,19,6,3
22,12,6,25,23,37,1
18,10,5,28,19,40,1
35,10,5,18,20,71,1
31,5,2,7,20,7,1
39,6,4,9,12,12,0
21,13,4,9,12,22,2
30,18,6,62,35,135,2
53,17,5,34,34,113,1
31,16,5,30,33,102,1
37,15,5,22,31,60,3
30,10,4,11,30,12,3
31,12,4,19,29,69,0
43,15,6,31,15,114,2
41,13,5,15,26,13,8
21,11,4,8,21,7,1
40,9,4,13,14,38,2
47,12,4,1,26,0,2
32,12,5,16,25,66,9
28,12,5,52,24,68,7
52,11,5,23,22,82,2
39,11,5,31,21,64,2
37,11,3,1,0,0,1
28,7,2,2,11,3,1
27,8,4,7,7,18,1
22,5,2,4,9,0,1
46,8,2,8,9,23,2
38,15,6,27,28,1,0
33,10,4,5,28,0,0
51,7,2,3,11,0,1
24,12,5,5,28,10,2
28,14,5,4,27,17,1
47,12,4,22,25,0,2
38,12,4,10,24,80,2
35,11,4,16,24,8,2
39,10,5,2,23,2,2
49,10,5,1,21,0,3
55,10,5,5,21,0,0
55,11,5,3,21,15,0
29,11,5,15,21,20,1
37,10,5,3,20,4,2
17,10,5,23,20,78,2
32,10,5,22,19,74,0
30,8,5,17,16,46,1
22,8,5,15,16,3,1
42,8,5,2,15,9,2
30,7,4,2,14,0,1
29,6,2,4,12,1,1
20,8,2,5,10,2,1
46,5,1,3,10,2,0
23,11,3,17,10,18,1
18,7,3,6,8,5,1
44,23,6,92,120,4,4
50,19,5,83,102,204,0
22,17,5,7,96,7,1
46,21,6,128,105,372,0
31,23,6,99,98,55,0
28,22,5,2,87,2,7
54,8,2,25,36,58,0
30,17,4,16,78,14,3
21,18,5,22,94,58,4
46,10,3,18,17,33,3
51,14,4,1,92,25,0
32,21,6,146,86,295,5
35,20,6,66,84,175,3
59,20,6,155,81,213,1
41,19,6,70,78,18,5
48,25,6,143,75,198,0
25,13,4,40,42,74,2
21,21,5,15,67,122,3
41,12,3,1,72,1,1
41,21,5,40,61,65,4
32,23,6,72,70,167,1
40,23,6,65,67,66,2
53,23,6,69,69,10,1
36,20,6,4,66,51,0
48,19,6,1,57,0,3
26,16,6,48,49,46,2
54,16,6,1,49,0,0
39,16,6,34,48,113,3
24,9,4,20,36,34,1
22,14,4,3,36,1,2
34,16,5,35,35,36,1
28,16,5,29,32,62,2
32,16,5,32,32,2,2
32,8,2,2,32,2,1
49,12,4,3,30,0,2
28,15,5,17,31,38,3
17,6,2,8,21,15,2
27,12,5,10,24,35,3
27,12,4,24,25,6,1
27,12,4,2,24,5,2
41,12,5,12,25,31,3
28,11,5,22,22,22,0
29,10,5,17,20,61,2
26,8,5,28,16,8,1
25,7,5,14,15,13,1
23,7,5,3,14,5,1
23,12,4,10,12,33,0
31,11,3,9,10,8,1
29,6,4,3,23,4,0
32,12,6,23,23,79,2
43,11,5,11,19,46,2
27,11,5,22,22,21,1
49,9,4,11,19,7,0
23,8,5,17,16,44,1
24,8,5,22,16,41,0
40,9,4,6,9,17,0
28,7,3,4,8,10,1
24,8,4,4,8,22,2
49,26,6,185,240,693,8
29,23,6,252,164,198,2
36,23,5,101,145,270,7
47,21,5,30,166,23,5
51,23,6,296,118,9,7
51,25,6,91,154,416,0
32,24,6,211,146,132,5
30,21,6,103,135,279,0
49,24,6,106,128,137,1
31,24,6,113,124,237,9
44,24,6,113,117,3,5
37,19,5,31,120,36,5
22,19,5,4,118,5,6
39,17,5,78,92,169,4
48,24,6,229,119,368,8
30,22,6,208,219,332,1
31,22,6,89,113,93,3
26,15,4,33,90,22,5
35,19,4,35,140,52,4
27,10,3,16,44,0,2
36,23,6,29,94,0,4
38,23,6,89,89,88,1
46,12,3,1,71,0,1
47,19,5,61,76,220,4
19,18,5,78,79,208,4
31,19,6,100,80,187,6
25,15,5,5,77,1,1
39,10,3,4,36,4,3
20,19,6,16,76,210,4
38,19,6,11,74,30,10
25,15,4,17,54,81,2
27,22,6,57,66,219,2
30,21,6,43,62,89,5
34,21,6,62,63,150,3
55,20,6,61,61,22,0
39,19,6,21,57,99,3
64,18,6,55,55,60,1
22,17,5,34,52,27,0
42,15,5,26,50,20,1
25,16,5,24,50,125,6
30,17,5,59,52,103,2
48,17,6,52,51,82,0
27,17,6,83,45,137,8
18,15,5,51,44,165,1
26,14,5,18,48,18,2
31,14,5,32,45,3,3
33,8,3,28,49,22,4
36,14,5,43,46,13,2
37,14,5,43,46,25,2
24,23,5,95,174,4,7
44,26,6,184,189,149,9
24,17,4,2,180,12,1
23,17,4,75,165,147,7
31,21,6,117,141,309,5
60,25,6,168,153,0,0
43,25,6,153,154,250,6
27,24,6,24,145,43,5
30,19,4,25,133,189,6
45,15,5,57,122,81,2
42,22,5,19,113,92,5
60,26,6,130,129,326,0
38,25,6,67,129,32,4
52,19,5,24,123,60,0
31,25,6,121,125,222,1
50,24,6,13,119,0,0
50,22,5,29,122,0,1
28,21,6,7,120,1,3
38,23,6,122,118,310,6
47,22,6,2,114,7,6
34,22,6,106,113,80,1
42,8,3,11,12,26,1
40,19,6,84,189,222,6
28,18,5,9,72,30,3
45,21,5,62,87,76,5
34,21,5,79,95,5,0
48,9,3,1,55,0,1
34,21,6,17,89,38,4
50,21,6,91,87,0,2
36,17,5,3,77,28,5
58,18,6,67,118,197,0
21,7,3,15,59,26,2
41,24,6,38,74,154,3
29,14,4,4,55,1,0
31,14,3,3,63,7,1
26,21,5,42,66,8,4
35,21,6,56,64,0,3
46,21,6,64,76,64,3
24,15,4,13,48,42,2
31,20,6,21,62,56,1
47,15,5,4,50,0,0
38,19,5,44,57,54,1
28,9,4,7,18,7,2
33,21,6,62,41,119,3
38,18,6,2,53,167,3
43,13,4,33,0,28,1
31,16,6,48,50,0,3
24,22,6,9,44,0,1
36,22,6,46,43,116,3
22,22,5,37,146,209,9
46,26,6,34,193,0,0
31,27,6,27,183,4,2
43,16,4,73,176,91,5
26,24,6,156,172,170,5
44,22,6,218,136,363,6
28,18,4,6,130,14,4
18,4,2,14,4,18,5
29,26,6,134,131,358,6
31,20,5,90,138,45,6
43,25,6,3,129,61,7
31,22,6,110,115,112,6
34,18,5,58,90,44,3
47,13,4,5,110,0,1
19,26,6,39,106,6,3
40,23,5,68,98,71,2
38,9,2,2,94,0,0
31,22,6,89,90,164,5
35,19,5,29,87,8,5
29,21,6,46,84,1,1
37,21,6,87,84,323,4
42,20,6,77,83,216,4
52,20,6,63,80,164,2
54,18,5,5,74,0,0
30,24,6,64,70,151,1
25,22,6,63,66,64,1
36,20,6,64,61,208,3
42,9,3,11,1,7,1
45,17,5,51,52,21,4
32,14,5,4,44,0,3
29,15,5,29,46,159,3
48,22,6,45,43,131,2
52,18,5,2,41,20,0
38,14,5,3,36,2,2
41,16,5,15,32,107,2
32,16,5,31,33,40,2
45,17,5,57,33,128,2
36,16,5,36,32,38,2
30,16,5,7,30,4,1
16,12,4,16,24,31,1
21,16,5,31,31,33,1
51,8,2,10,25,0,2
18,15,6,13,30,52,1
26,12,4,14,28,45,1
43,14,5,3,25,2,2
28,14,5,26,27,5,3
40,12,5,2,2,0,1
46,12,4,17,23,62,2
23,11,4,17,24,24,3
27,22,6,30,46,36,2
35,21,6,36,42,36,0
57,20,5,1,40,0,0
32,20,5,40,39,132,2
34,19,5,19,35,47,0
47,17,5,34,34,108,2
29,17,5,26,32,24,2
27,15,5,28,31,104,2
41,14,4,31,19,0,0
33,13,5,5,24,2,1
33,15,6,1,31,0,2
37,14,5,7,30,0,2
24,15,6,21,30,74,2
42,15,6,23,29,37,2
18,14,5,30,29,105,2
36,14,5,28,28,4,2
39,14,5,18,27,20,2
24,14,5,23,27,26,2
25,13,5,22,26,72,0
30,13,5,3,26,1,2
53,12,5,33,26,1,0
42,13,5,1,24,0,1
27,5,2,3,20,2,1
30,12,5,23,26,8,1
42,12,5,29,24,87,1
40,12,6,23,23,75,2
30,12,6,2,23,26,7
14,9,4,20,18,67,1
34,8,5,21,16,31,2
26,6,4,8,14,0,1
35,12,4,11,11,25,2
41,11,3,7,10,28,2
24,10,5,4,9,20,1
28,9,4,3,8,25,2
44,7,3,9,3,3,0
19,4,4,1,5,0,0
39,3,3,1,1,4,1
36,20,5,60,125,45,4
37,24,6,62,120,3,1
32,23,6,210,115,339,5
33,15,4,36,93,36,4
47,15,4,41,100,0,3
27,25,6,96,100,31,4
30,23,6,29,96,57,3
30,18,5,46,76,21,5
30,13,3,23,98,2,4
40,14,4,62,118,35,1
31,11,4,8,40,81,1
62,22,6,101,86,315,2
65,14,4,16,75,5,0
27,23,6,138,69,212,5
40,21,5,22,65,63,2
42,21,6,57,64,46,0
49,21,6,65,62,204,4
18,16,5,53,54,0,4
35,19,5,28,55,134,6
40,18,6,45,55,30,2
25,17,5,1,48,8,5
32,16,5,48,55,77,2
40,13,4,35,49,116,3
45,15,5,44,64,117,4
48,16,6,43,50,2,2
31,14,5,32,48,93,3
27,8,4,18,48,46,0
46,18,5,36,37,58,2
42,19,5,45,38,132,2
23,16,5,22,32,57,1
39,16,5,27,31,55,2
41,15,6,34,29,108,0
46,12,5,4,29,1,2
34,14,5,28,28,26,1
18,9,3,2,26,21,1
25,11,4,16,26,25,1
26,3,1,2,25,0,2
33,13,5,2,25,8,1
35,11,4,23,24,78,6
23,12,5,8,24,70,0
25,10,5,11,24,65,1
40,12,6,24,23,0,2
47,12,6,24,23,69,2
42,11,5,28,22,59,2
37,9,4,19,15,41,1
32,3,2,2,16,7,1
38,7,3,2,10,0,1
50,10,5,12,9,29,4
36,9,4,11,8,21,2
44,24,6,120,120,415,3
44,23,6,16,121,29,5
41,21,5,97,118,99,7
22,21,6,74,117,164,6
34,22,6,115,115,242,2
37,25,6,19,101,7,1
35,23,6,56,87,43,4
25,23,6,86,95,89,0
24,11,4,24,50,20,2
27,20,6,56,83,92,4
41,16,5,1,80,1,0
31,18,6,21,79,5,3
51,19,6,82,78,180,7
42,15,5,13,71,19,4
59,23,5,4,76,184,0
55,24,6,78,79,213,2
27,19,5,27,70,86,3
22,20,5,29,69,161,5
44,21,5,24,59,0,2
55,22,6,64,67,211,2
27,22,6,47,67,126,2
26,21,6,55,63,195,3
44,20,6,58,60,154,0
42,17,5,47,104,64,4
17,17,6,50,51,196,3
27,16,6,29,49,28,1
29,15,5,37,47,137,3
34,15,5,57,45,141,0
49,15,5,51,45,175,3
38,12,4,4,40,3,1
29,21,6,44,42,102,2
21,7,2,8,3,5,1
41,19,5,49,38,109,8
23,17,5,22,33,73,2
47,4,2,2,33,0,0
31,16,5,32,32,14,2
24,15,5,24,31,20,1
42,15,6,4,29,0,1
28,15,6,3,30,1,2
32,15,6,29,30,0,2
17,15,6,73,29,78,2
25,14,5,23,29,2,2
42,11,4,1,26,0,0
24,13,5,12,25,64,7
25,10,4,2,25,6,2
28,12,5,19,24,1,0
21,9,4,12,21,7,0
29,7,3,15,19,11,1
31,9,4,17,17,14,2
31,14,4,44,98,90,0
47,23,6,1,0,0,2
45,17,4,92,270,1,1
50,19,4,59,250,11,0
31,16,4,237,380,74,20
33,12,3,4,341,2,27
23,28,6,641,644,651,24
42,16,4,66,185,7,7
53,13,3,83,125,131,10
31,25,6,10,2,13,3
58,12,3,10,0,0,0
25,25,6,141,455,156,15
30,5,2,2,99,53,7
25,7,2,2,339,3,14
48,22,5,178,396,384,16
45,26,6,130,441,37,12
31,19,5,124,175,31,2
36,17,4,4,420,0,1
51,22,5,2,405,0,0
45,28,6,405,402,497,14
53,17,4,177,229,171,1
22,16,4,174,252,96,6
58,27,6,365,384,261,0
61,17,5,41,254,626,0
31,12,4,44,73,126,1
56,27,6,229,325,3,0
53,27,6,248,306,275,1
31,21,5,258,303,73,10
41,9,2,5,284,8,9
54,26,6,1,251,0,0
43,15,3,146,228,90,10
29,24,6,235,254,341,10
43,25,6,270,260,1026,0
42,28,6,226,221,228,0
36,25,6,206,204,804,7
23,22,5,53,179,91,2
51,22,5,164,166,8,0
37,22,5,142,155,9,11
63,18,5,70,171,5,0
60,25,6,173,172,1,0
37,14,3,43,157,88,0
62,20,5,129,153,0,0
54,23,6,153,149,259,0
42,20,5,14,118,41,0
34,25,6,114,130,129,5
36,26,6,126,129,223,9
43,24,6,126,123,53,6
37,14,4,60,89,106,4
28,21,5,75,92,14,1
40,16,5,23,34,36,4
37,13,4,7,25,1,1
25,14,5,6,28,2,2
48,15,6,17,30,90,0
38,15,6,31,29,103,4
34,14,5,29,27,101,3
46,12,4,12,26,0,0
22,14,5,26,28,65,7
33,13,5,1,27,0,1
17,13,5,19,27,50,1
35,13,5,31,26,82,2
47,13,5,26,25,61,2
27,12,5,10,24,19,1
27,12,5,6,24,0,0
45,7,5,2,19,0,1
28,10,5,15,20,63,2
31,9,4,2,9,2,2
25,9,4,18,18,23,1
49,14,4,2,13,34,1
37,13,4,19,13,37,1
37,8,4,6,8,17,1
33,8,4,7,7,2,1
37,27,6,251,250,921,11
61,14,3,5,248,0,0
50,14,4,50,222,36,4
54,26,6,124,222,16,0
29,17,4,20,210,61,0
31,26,6,199,218,391,9
30,25,6,173,181,480,7
24,21,6,84,150,3,6
34,27,6,171,166,462,8
52,26,6,157,157,186,1
31,25,6,133,156,223,8
73,24,6,18,145,2,0
37,23,6,213,138,396,5
35,14,5,28,69,14,2
26,20,5,51,116,45,5
20,23,6,117,118,245,4
16,23,6,19,116,135,4
23,8,3,16,69,22,5
35,19,5,74,78,75,1
29,9,4,31,72,6,4
31,18,5,13,79,21,3
67,24,6,54,74,0,0
51,24,6,75,73,262,0
30,12,3,8,73,14,0
46,19,4,61,72,68,4
23,22,6,34,69,206,10
29,19,5,35,67,120,2
15,20,6,61,60,202,3
29,20,6,3,55,1,1
43,18,6,7,51,25,2
28,6,3,20,12,31,0
45,15,5,49,46,48,0
35,21,6,41,43,95,2
36,21,6,48,42,127,4
43,19,6,39,34,97,2
46,18,6,39,36,119,5
43,15,6,14,30,1,2
36,15,6,32,37,28,2
54,15,6,2,29,0,0
49,8,3,14,27,0,2
48,12,4,24,25,0,1
53,10,4,1,24,0,2
31,11,4,9,24,17,2
29,12,6,5,23,2,2
45,9,4,26,17,58,1
21,8,4,14,17,0,2
38,9,4,17,10,1,1
47,9,4,2,9,5,0
23,9,4,6,9,6,0
37,8,4,3,7,8,0
