age,monthly_avg_access_days,weekly_avg_access_days,weight_records,sleep_records,food_records,menstruation_records
26,12,5,31,31,10,2
30,16,6,12,49,149,2
32,15,5,31,47,6,2
27,16,6,39,48,152,5
47,16,6,53,48,143,0
42,15,5,48,54,47,2
56,22,6,44,44,1,2
19,14,4,13,30,72,3
42,20,5,26,40,2,2
20,19,5,54,33,0,2
21,20,5,56,0,83,1
19,18,6,41,37,75,2
30,16,5,23,37,1,3
28,18,6,35,36,40,1
31,16,5,34,33,52,2
31,17,5,2,33,1,1
29,8,3,22,28,7,7
37,12,5,10,29,0,3
28,16,5,3,31,103,2
31,15,5,6,31,42,0
36,13,5,22,29,39,1
51,14,5,34,28,63,0
44,13,5,3,26,71,2
32,11,4,1,28,0,2
31,4,2,5,26,2,2
43,11,5,23,23,26,3
19,11,5,30,22,37,2
35,10,5,11,21,7,2
22,9,4,4,17,39,2
30,9,4,11,18,4,0
48,9,4,5,19,5,1
31,8,4,10,17,1,1
31,7,4,11,16,0,1
28,8,5,6,15,3,2
25,11,3,9,9,16,1
40,9,4,7,8,23,1
22,5,2,1,4,2,0
63,7,3,5,0,2,1
36,3,3,3,2,2,1
42,8,3,88,114,0,5
39,12,3,66,209,143,9
31,19,5,28,293,52,1
48,29,6,374,564,10,23
46,26,6,3,0,0,0
44,10,3,11,342,8,2
41,8,2,4,376,23,4
54,28,6,569,529,209,0
53,29,6,459,486,973,16
56,28,6,484,464,1395,0
51,27,6,3,455,0,10
30,23,5,205,404,181,4
43,24,5,87,436,8,17
47,10,3,213,414,237,9
25,9,3,27,324,0,4
45,27,6,296,769,125,10
32,11,3,66,393,130,3
33,14,5,161,363,3,8
39,15,4,248,404,29,15
37,24,5,321,328,268,9
71,17,4,6,253,0,0
57,28,6,265,335,1112,0
38,19,4,202,529,2,12
39,27,6,300,331,64,1
59,16,4,110,234,9,0
50,23,5,33,232,18,2
54,26,6,333,315,14,0
19,23,5,244,289,330,9
32,21,5,10,316,9,2
58,22,5,209,407,234,0
49,10,2,1,279,0,1
35,19,4,16,247,31,10
31,18,4,81,194,22,1
48,19,5,108,152,147,2
45,24,6,49,232,15,5
45,15,4,5,293,32,6
37,24,6,70,194,2,4
33,25,6,177,186,287,2
48,15,3,72,132,34,4
52,24,6,129,165,187,1
40,26,6,157,166,75,7
32,26,6,152,166,230,4
20,23,6,80,156,235,5
16,19,5,101,153,20,6
35,17,4,94,144,71,0
29,26,6,121,134,231,7
41,26,6,116,125,77,0
41,24,6,113,119,113,6
45,24,6,95,178,4,5
31,7,2,34,398,29,10
29,17,4,71,346,109,3
23,16,5,23,33,44,3
43,29,6,593,639,751,24
48,21,5,51,526,82,25
63,9,2,3,1,0,0
51,18,4,66,125,66,1
37,23,5,200,474,103,25
41,26,6,47,466,37,17
23,24,5,50,51,5,9
39,25,6,23,439,7,5
35,8,2,17,253,11,1
27,22,5,269,426,294,9
44,28,6,848,425,1628,18
39,28,6,13,405,43,6
33,19,4,207,395,56,2
41,26,6,43,385,308,12
38,26,6,334,343,301,11
59,27,6,342,335,783,0
50,22,5,237,365,214,8
37,27,6,232,334,891,0
48,25,6,165,276,293,12
49,26,6,326,321,1015,14
43,26,6,43,90,89,15
50,26,6,107,299,65,18
35,22,5,82,292,2,13
42,22,5,6,313,1,0
44,26,6,21,524,9,12
38,15,4,27,335,93,11
48,11,3,40,179,0,0
53,26,6,46,283,57,0
50,24,6,295,301,0,13
44,26,6,262,294,35,6
52,17,4,1,167,0,0
48,15,4,49,286,137,11
69,27,6,178,278,0,0
47,26,6,250,279,582,0
41,27,6,130,274,94,8
48,28,6,293,256,401,1
48,15,4,113,300,141,1
49,22,5,75,212,125,0
34,13,3,95,162,4,7
28,25,6,83,317,724,15
23,16,4,103,141,4,6
29,27,6,149,166,148,4
21,26,6,152,160,262,7
32,23,6,129,146,137,6
50,15,4,1,88,0,1
56,18,5,1,135,0,0
23,8,2,14,191,127,19
26,17,5,347,253,791,14
48,13,3,116,102,2,1
34,6,2,10,70,0,0
35,20,5,248,437,155,9
30,19,4,5,564,544,2
30,16,4,51,397,22,1
49,27,6,453,509,1063,5
67,25,6,258,411,2,0
40,21,5,16,495,6,2
42,18,4,16,485,3,9
39,23,5,81,496,769,4
24,24,6,68,402,0,23
27,4,2,22,355,7,1
21,12,3,9,321,18,17
37,22,5,347,438,13,17
38,23,5,159,380,154,14
40,28,6,622,394,13,4
29,28,6,192,374,217,13
35,25,6,190,348,80,6
27,17,4,80,262,22,7
47,26,6,74,368,0,3
20,16,3,61,319,46,6
27,22,5,230,280,186,11
58,8,2,11,238,3,0
41,23,5,145,306,144,2
49,27,6,359,336,1,2
53,27,6,328,330,1330,1
46,26,6,147,320,167,0
44,25,6,91,318,991,12
58,27,6,1,0,0,0
43,20,4,39,268,219,8
33,25,6,196,304,72,1
48,20,5,226,295,388,6
35,26,6,36,276,42,1
30,14,3,25,217,0,8
62,18,5,46,193,1,0
33,21,5,5,219,32,1
53,26,6,181,218,0,0
25,4,1,6,28,13,2
46,5,2,5,24,4,2
14,3,1,2,0,3,0
42,10,2,47,144,62,3
34,26,6,5,160,16,7
32,23,5,132,157,164,7
39,26,6,11,130,482,8
40,22,6,91,120,101,6
51,9,4,27,28,71,4
38,24,6,111,198,177,0
38,18,5,75,78,87,4
37,14,4,54,75,9,1
29,3,1,348,516,0,34
27,7,2,39,7,16,2
29,13,4,196,136,84,1
34,17,5,18,68,21,2
27,9,3,35,55,15,3
47,4,2,19,21,63,3
27,17,4,184,489,77,10
38,24,5,186,479,184,17
36,22,5,328,419,1,4
40,26,6,414,436,502,18
46,21,5,23,448,8,3
55,27,6,43,438,11,1
22,26,6,326,444,402,0
28,6,2,41,214,34,2
25,5,2,32,418,33,3
22,27,6,655,419,1351,7
53,10,3,54,140,4,2
28,18,4,9,286,15,15
35,26,6,104,390,41,13
28,19,4,79,341,234,0
40,17,4,30,312,11,12
36,28,6,333,336,311,3
50,27,6,330,332,1111,0
45,24,6,496,319,0,0
43,26,6,310,65,601,13
48,24,6,167,302,159,0
37,25,6,272,314,420,94
48,19,4,2,327,0,15
56,26,6,24,310,24,0
40,28,6,315,309,224,11
39,25,6,218,293,368,12
55,25,6,112,287,875,4
43,25,6,471,288,694,0
38,27,6,261,274,264,1
24,24,6,209,240,208,1
48,14,4,2,205,1,2
32,10,3,5,252,12,9
43,28,6,248,253,927,11
51,19,5,164,208,131,5
24,28,6,225,228,435,11
33,22,5,39,186,176,8
28,21,5,103,168,245,2
29,25,6,130,153,200,4
28,20,5,92,136,54,3
30,18,4,5,124,6,1
34,12,3,16,114,21,0
36,18,4,5,114,1,1
35,22,6,80,121,165,5
25,21,5,57,90,12,5
44,25,6,93,94,237,8
26,24,6,95,100,99,1
16,12,3,37,99,118,3
30,21,5,28,97,14,1
35,23,6,47,89,177,9
19,22,6,41,87,116,9
38,22,6,111,92,128,5
31,16,4,24,56,78,4
29,11,3,21,85,38,6
46,21,6,82,89,87,4
23,9,3,20,33,43,1
37,15,5,27,76,15,1
31,8,4,14,36,8,4
29,18,6,69,75,1,0
51,25,6,74,74,235,1
48,20,6,4,63,26,0
43,20,6,103,60,148,3
27,17,5,51,50,49,2
66,17,5,53,57,86,0
44,11,4,8,42,11,2
27,17,5,15,54,2,3
26,18,6,44,54,57,3
35,19,5,25,39,80,2
48,21,6,71,42,139,2
28,18,5,14,36,40,1
33,19,5,27,74,111,3
33,14,4,21,33,25,6
33,17,5,11,32,1,1
44,16,5,17,32,54,2
43,16,5,32,31,107,2
33,14,4,14,31,26,2
39,14,5,24,28,53,0
33,11,4,21,27,75,2
50,14,5,20,47,78,2
44,9,3,1,27,0,2
31,14,5,46,26,67,1
28,12,4,1,24,1,0
38,7,3,2,24,0,0
57,6,3,1,1,1,0
32,10,5,10,20,23,1
39,11,5,1,21,0,2
24,10,5,27,20,67,1
30,9,3,8,13,1,2
37,13,4,12,12,44,2
43,11,3,12,10,23,2
30,10,5,11,9,29,1
54,8,4,5,6,3,0
33,22,5,57,161,54,3
25,2,2,3,5,10,1
39,9,3,64,44,199,1
60,28,6,807,21,0,0
39,23,5,536,519,28,21
33,12,3,9,199,9,1
37,5,3,44,67,111,1
47,23,5,591,474,371,23
49,28,6,560,582,5,23
44,27,6,49,474,347,18
33,8,2,4,12,1,2
51,27,6,193,473,1178,16
51,15,3,0,464,1,12
29,12,3,65,263,0,15
39,12,3,30,447,64,5
53,28,6,470,861,24,16
43,27,6,268,495,114,11
18,6,2,28,95,87,4
35,24,6,70,293,14,3
55,26,6,225,342,648,0
48,27,6,390,326,967,0
65,26,6,399,17,0,0
50,27,6,3,137,6,13
33,27,6,3,0,8,0
51,23,5,206,388,9,9
33,20,5,275,391,483,9
46,28,6,529,311,517,12
54,18,4,94,304,160,5
48,26,6,45,276,49,13
36,24,6,169,555,50,3
42,24,5,199,221,0,9
43,14,3,124,84,279,10
29,13,4,46,113,10,0
49,27,6,129,190,550,7
56,25,6,54,180,574,0
29,16,5,37,83,37,1
25,15,4,61,162,58,1
52,23,6,165,167,186,1
49,27,6,96,163,0,0
25,8,2,2,56,2,0
32,22,6,106,141,65,5
16,11,3,39,128,52,3
50,23,6,141,137,423,1
24,25,6,33,125,8,12
31,18,5,81,88,79,2
39,15,3,23,32,27,1
51,24,6,98,100,305,6
27,24,6,33,96,362,7
46,24,6,31,91,213,0
33,18,5,45,229,137,4
41,25,6,148,149,173,0
40,25,6,11,110,15,2
45,15,4,20,87,24,1
37,23,6,117,117,188,4
25,20,6,18,100,54,3
46,18,6,63,68,148,2
22,16,4,54,39,27,4
25,18,5,30,79,27,5
46,24,6,51,97,23,7
50,8,2,13,46,27,2
56,23,6,4,0,1,0
26,12,3,17,90,19,1
16,17,4,56,153,174,0
39,23,6,25,96,34,4
25,19,5,62,77,112,3
52,19,5,17,81,63,0
33,3,1,7,77,1,0
24,21,6,7,83,307,4
42,13,4,17,55,2,3
37,19,6,19,76,32,4
23,18,6,61,75,74,2
30,23,5,43,73,110,3
56,21,6,64,62,210,0
31,13,3,9,62,40,1
49,19,5,24,62,122,2
34,19,6,91,60,149,8
28,19,6,19,57,160,1
25,17,6,53,51,182,2
24,16,6,17,49,4,2
35,15,5,76,45,173,3
45,15,5,29,45,100,4
28,19,5,26,40,89,3
34,20,5,64,41,92,3
33,16,4,30,38,83,1
32,18,5,20,38,109,2
26,16,5,15,32,4,2
32,17,5,34,34,29,1
26,6,2,4,1,0,2
22,12,4,7,25,9,1
30,12,4,6,30,37,1
49,14,4,19,31,0,3
32,15,6,26,30,81,0
36,12,6,20,28,10,1
39,8,3,11,33,3,1
52,6,4,6,29,5,1
38,13,5,7,28,5,2
26,14,5,18,28,27,1
38,14,5,28,27,78,2
46,11,4,47,73,7,6
25,24,6,106,100,286,9
52,24,6,89,97,323,5
47,19,5,1,173,0,0
27,21,5,47,94,31,2
31,23,6,99,94,226,0
37,19,5,56,47,147,3
22,21,6,42,89,34,4
54,16,4,2,90,0,0
46,22,6,93,90,185,4
44,20,6,79,80,138,4
43,19,6,64,78,64,2
29,19,6,72,77,74,1
39,19,6,142,77,209,0
32,19,5,10,66,20,2
33,22,6,65,65,110,1
51,21,6,81,62,229,0
26,18,5,11,62,93,3
28,20,6,70,61,182,3
34,19,5,55,61,153,2
35,16,4,21,58,177,2
46,19,6,61,57,206,3
39,18,6,47,56,50,3
33,17,5,30,56,184,2
29,14,4,2,3,36,1
50,22,6,67,37,95,0
26,16,6,49,51,175,6
33,17,6,50,49,142,5
29,16,6,40,47,62,1
42,15,5,30,44,88,1
21,12,4,34,41,54,1
28,20,5,40,43,128,4
29,20,5,14,40,19,2
28,17,5,15,35,25,2
32,17,5,10,35,1,1
57,15,5,21,33,21,0
23,16,5,32,33,42,2
36,15,5,2,30,1,2
26,15,5,30,31,22,1
40,11,4,8,25,8,2
28,11,4,22,24,45,1
41,11,5,1,21,0,2
42,9,4,13,19,0,1
31,7,4,2,14,0,1
44,7,5,13,14,5,2
29,14,4,16,13,45,1
25,10,5,11,9,20,7
35,8,4,6,7,10,1
28,8,4,2,7,2,1
45,8,3,5,19,1,1
40,12,5,1,25,0,0
21,11,4,16,27,46,2
58,5,2,4,24,0,0
43,12,4,33,24,0,2
33,11,5,4,22,49,1
29,10,5,10,20,20,1
31,10,5,20,21,0,1
33,8,4,16,18,30,1
37,5,2,1,18,0,2
55,9,4,17,1,0,2
23,9,4,15,17,17,0
39,8,5,14,13,0,0
41,7,5,8,14,27,1
22,11,3,5,10,1,1
31,10,5,11,9,9,1
53,9,4,6,9,30,1
33,4,2,5,6,2,1
29,9,4,9,8,29,1
20,7,3,5,6,3,2
28,4,4,5,4,2,1
36,7,3,8,6,14,1
56,29,6,1035,1580,2609,1
32,4,1,17,40,24,0
32,14,3,147,593,13,19
49,12,3,1,30,22,1
41,17,4,263,459,825,14
43,9,4,0,51,132,0
48,12,3,2,353,1,2
35,25,6,434,533,261,17
38,14,5,264,399,276,1
57,25,5,7,12,0,2
48,10,4,81,219,264,5
61,28,6,141,549,0,0
38,20,4,224,480,47,23
36,26,6,14,501,4,0
26,11,3,61,394,57,2
36,14,3,32,295,11,13
38,18,4,60,359,15,12
45,26,6,321,335,64,3
37,22,5,106,335,77,13
53,18,4,41,500,8,2
53,24,6,323,261,139,0
35,22,5,171,320,368,8
31,20,5,68,345,172,9
35,14,3,108,272,85,10
26,25,6,205,338,237,10
51,27,6,445,374,842,0
30,27,6,337,332,582,17
24,21,5,4,327,35,7
63,23,5,145,215,24,0
26,22,5,153,290,175,8
59,26,6,212,319,481,29
52,23,5,204,260,281,0
23,27,6,122,308,424,12
40,26,6,219,277,10,6
34,20,5,125,312,1,1
36,16,4,56,228,62,1
37,25,6,248,252,251,1
42,25,6,1,224,2,8
48,12,3,50,188,103,8
44,27,6,200,219,172,3
36,23,6,8,194,0,0
13,11,3,104,15,83,5
35,21,5,140,182,233,10
33,25,6,159,181,162,0
45,22,6,1,167,0,8
28,26,6,157,160,241,1
32,11,2,4,155,8,2
30,19,5,3,140,8,4
45,24,6,144,146,517,7
54,8,3,154,133,12,0
33,9,3,10,17,29,8
31,26,6,506,480,561,16
44,24,5,481,585,1290,28
54,29,6,697,1463,1122,24
34,23,5,537,590,569,411
43,26,6,91,554,824,17
37,15,4,82,337,6,14
56,19,4,101,236,0,0
26,11,3,165,106,126,2
23,17,4,42,331,12,20
34,19,4,167,436,31,6
46,10,3,15,3,1,6
41,23,5,290,416,191,15
45,27,6,431,443,18,14
44,28,6,371,429,124,3
36,21,5,255,362,3,0
49,12,3,136,89,17,11
25,3,2,23,403,65,1
31,23,5,20,244,45,2
30,22,5,77,413,172,4
31,8,3,52,373,65,5
35,8,3,40,144,37,2
17,5,2,17,227,15,4
47,27,6,284,359,1085,15
54,27,6,262,364,310,1
35,26,6,301,348,395,7
25,12,3,35,273,28,7
32,13,3,99,336,115,8
33,9,3,85,108,49,10
43,27,6,345,309,111,0
29,9,3,64,318,50,8
63,26,6,313,188,8,0
44,16,5,74,68,277,6
58,22,5,190,309,9,0
62,26,6,417,434,858,0
49,13,4,2,224,272,7
19,15,3,54,194,36,11
40,27,6,239,249,235,1
56,23,6,1,229,0,0
32,21,5,164,195,190,1
53,9,2,16,213,25,2
42,22,5,145,206,146,2
38,21,5,27,211,71,6
35,25,6,178,200,0,6
53,11,3,13,179,80,0
55,24,6,136,176,0,0
40,24,6,42,174,86,2
40,25,6,106,162,27,6
32,12,3,101,381,101,8
44,4,1,9,233,4,4
39,6,2,41,41,43,3
31,7,3,36,16,45,0
56,29,6,4,419,4,0
26,11,3,55,69,53,10
43,6,3,66,303,203,4
49,28,6,371,505,225,15
44,9,2,17,272,10,7
41,25,6,271,482,63,17
59,23,5,131,460,384,0
16,9,2,56,397,99,19
36,10,3,5,1,7,1
36,15,4,47,399,59,1
32,8,2,18,425,0,1
53,28,6,26,258,0,0
45,17,4,3,154,3,2
36,8,2,41,119,0,13
57,5,2,8,170,0,0
26,25,6,291,348,487,13
33,22,5,13,325,9,17
27,22,5,143,273,198,1
47,5,3,35,31,1,2
58,26,6,208,335,0,0
45,26,6,328,332,713,11
52,27,6,212,283,176,0
42,25,6,176,322,291,13
39,8,2,29,277,21,2
47,26,6,28,312,13,2
54,23,5,288,284,0,0
27,7,2,31,327,24,2
34,22,5,246,444,272,11
57,28,6,304,99,0,3
43,7,2,2,94,6,2
37,28,6,577,326,22,21
54,26,6,281,305,351,1
49,27,6,25,303,36,13
38,27,6,283,300,25,12
56,12,3,99,240,179,0
47,28,6,359,284,917,11
50,16,4,17,306,24,2
52,19,5,1,228,0,1
44,23,6,2,232,1,1
38,25,6,189,219,198,3
28,11,3,19,103,58,4
54,18,5,3,162,2,1
23,13,3,10,189,4,1
44,18,5,112,193,125,9
41,27,6,195,194,201,8
50,26,6,65,192,115,0
31,13,5,5,12,6,0
39,8,3,18,25,0,2
36,12,5,22,24,78,2
34,12,6,26,23,70,1
28,8,4,9,22,0,1
45,6,3,5,0,4,1
52,9,4,2,20,0,0
45,10,5,1,20,0,2
16,10,5,5,20,17,1
28,5,2,2,17,3,1
34,9,4,11,18,62,1
48,8,5,15,15,51,1
44,3,1,1,9,2,2
22,9,4,7,9,3,1
32,10,5,40,9,34,1
29,6,3,2,6,13,1
21,9,3,63,14,189,5
40,7,2,119,111,21,4
31,19,4,140,315,2,5
37,13,4,36,190,170,1
38,26,6,461,552,390,21
43,29,6,1572,680,748,39
52,12,3,133,290,53,0
51,19,5,36,528,71,1
54,7,2,71,83,112,0
58,24,6,121,467,324,0
51,17,4,92,0,0,0
41,17,4,49,287,297,24
36,19,4,13,504,2,3
35,9,3,82,82,73,3
45,17,4,44,474,162,13
,21,5,222,344,254,6
57,28,6,160,432,0,0
30,22,5,241,399,236,2
22,11,3,24,414,46,12
36,26,6,367,418,0,3
27,21,5,92,413,96,2
44,24,5,221,402,143,2
31,26,6,296,382,11,21
50,16,5,365,374,703,7
45,27,6,372,761,9,6
45,26,6,55,376,34,18
61,25,6,14,242,3,0
44,20,4,27,328,54,19
31,12,3,39,331,39,1
44,19,4,177,300,263,13
49,27,6,332,288,166,11
34,19,5,155,332,0,12
51,8,3,4,167,104,4
38,26,6,238,324,409,14
31,26,6,138,278,34,12
37,20,6,19,163,28,7
32,28,6,318,313,571,0
55,25,6,13,0,0,0
33,14,3,76,243,98,6
55,25,6,8,309,0,0
19,9,3,25,76,44,3
44,17,4,6,290,1,11
33,19,4,91,204,147,1
38,14,5,24,93,19,1
51,27,6,363,244,361,8
32,18,4,1,159,0,1
38,19,5,214,214,318,1
38,25,6,16,204,252,7
46,15,4,83,146,67,0
54,18,4,124,167,82,1
28,12,5,38,52,34,1
40,22,5,141,158,205,7
45,25,6,178,177,231,14
36,26,6,129,156,188,7
41,12,3,1,145,0,7
33,20,5,187,88,12,2
42,12,3,24,91,8,6
39,23,6,118,139,0,6
57,9,2,2,0,1,0
33,18,4,38,135,213,6
52,9,3,3,0,0,0
30,23,5,92,123,34,3
42,25,6,134,242,277,12
31,23,6,114,119,203,1
42,24,6,114,118,326,7
46,22,6,4,118,3,4
45,16,4,11,110,65,5
49,14,4,42,113,38,4
50,18,4,3,0,3,0
41,23,6,94,93,309,6
32,19,5,54,177,21,5
22,21,6,59,88,35,3
36,22,6,101,87,58,5
36,22,6,89,88,235,2
21,20,6,59,85,205,4
31,16,5,53,78,0,1
35,21,5,1,67,0,0
49,21,5,64,60,140,4
35,16,4,35,57,32,1
39,17,5,9,64,56,4
34,20,6,11,61,43,2
39,20,6,10,60,17,3
27,19,6,57,58,175,2
46,18,6,57,54,0,0
35,17,5,48,54,5,3
34,17,5,54,52,115,3
25,17,5,49,51,168,2
32,15,5,42,43,69,3
39,20,5,37,40,128,2
36,17,5,12,33,0,2
32,15,5,26,31,56,2
40,16,5,36,31,40,2
29,16,5,29,30,88,0
35,12,4,10,30,2,1
54,15,6,126,51,9,0
28,6,2,4,27,15,2
31,10,4,22,27,51,1
34,14,5,26,27,2,1
37,24,6,190,226,57,1
59,5,2,2,132,0,0
30,24,6,183,199,279,1
22,18,5,28,131,32,2
29,14,4,76,132,25,4
19,12,4,87,150,221,9
36,26,6,150,158,244,2
31,22,6,145,137,363,0
32,18,5,31,110,12,2
30,17,4,34,111,21,7
15,14,4,42,96,121,4
42,14,4,64,105,92,3
47,20,6,79,106,56,0
33,19,5,6,78,63,3
36,23,6,85,98,170,3
42,18,5,25,92,3,3
53,24,6,190,95,304,0
15,19,5,21,94,82,6
45,20,5,39,79,19,3
39,19,5,55,84,0,3
44,21,6,116,83,262,11
35,18,6,8,73,4,4
29,19,6,75,75,73,1
42,25,6,65,74,1,8
29,21,5,58,71,19,3
28,23,6,82,69,203,3
30,21,5,52,68,15,4
55,21,5,21,65,123,0
53,11,3,4,60,0,0
37,19,5,43,58,113,4
30,16,5,15,58,0,3
54,18,6,54,55,172,1
32,15,5,33,55,31,4
33,11,4,13,51,9,2
33,16,6,20,51,19,8
33,15,5,42,48,1,3
27,16,6,44,48,52,3
20,21,6,51,45,7,3
35,20,5,4,41,16,2
34,19,5,37,41,34,1
23,20,5,9,40,20,2
39,18,5,20,38,112,3
23,16,5,5,35,0,2
36,11,4,9,32,17,1
27,17,5,38,34,112,3
26,17,5,33,34,89,2
36,14,4,13,31,5,2
25,15,5,5,0,26,1
19,9,3,8,27,1,5
61,17,4,7,155,22,0
41,5,2,17,123,25,3
51,19,5,53,151,87,5
22,13,5,62,61,65,1
52,21,6,74,130,450,5
43,21,6,128,129,218,1
32,25,6,71,132,131,6
31,18,4,25,129,37,4
41,20,5,49,123,27,6
40,22,5,90,122,28,1
32,24,6,66,122,58,7
51,24,6,130,238,166,0
31,16,4,45,117,98,2
34,14,4,41,58,41,2
32,22,6,101,116,116,1
33,21,6,57,104,130,4
36,11,3,6,95,30,4
29,23,5,18,102,53,5
24,16,5,19,66,24,0
36,23,6,93,94,31,4
33,7,3,3,25,10,1
46,19,6,77,75,86,3
42,18,5,44,70,74,3
36,22,6,64,69,42,3
48,22,6,58,70,181,1
21,22,6,66,67,7,2
54,20,6,58,59,172,0
47,19,6,55,56,0,4
27,18,6,51,53,143,3
27,17,5,50,52,139,3
47,16,5,41,52,111,1
26,17,6,51,50,123,1
54,16,6,22,49,136,0
33,15,5,4,46,125,3
31,13,4,25,43,73,1
38,17,5,18,38,12,3
15,15,5,17,32,0,0
27,13,4,8,44,1,2
50,15,5,29,32,0,2
45,16,5,31,31,59,2
48,16,5,32,31,81,5
44,13,4,18,31,67,9
49,15,6,13,29,86,0
38,13,5,21,29,49,3
32,11,4,15,49,8,2
61,14,5,32,28,95,0
29,14,5,26,28,25,4
45,14,5,28,27,89,4
51,14,5,7,27,46,2
34,4,1,8,1,0,2
38,23,6,134,235,40,7
41,15,3,116,605,109,12
29,17,4,38,305,27,0
32,20,5,280,7,386,22
53,27,6,503,552,1124,0
26,19,4,37,70,7,25
30,6,2,3,356,139,1
27,22,5,133,241,281,2
25,19,4,219,486,250,7
55,10,3,22,24,20,0
21,12,3,24,399,56,22
35,12,3,29,446,45,12
27,23,5,275,426,313,6
23,14,3,127,374,87,13
18,10,3,95,269,1,0
39,3,1,7,172,5,1
25,15,4,59,272,20,25
23,21,5,17,0,0,17
37,13,4,12,176,1,1
56,28,6,722,399,1091,0
59,27,6,155,355,1,0
43,26,6,354,390,567,1
38,27,6,181,373,2,1
46,18,4,41,359,4,17
32,23,5,17,328,0,0
38,16,4,172,257,222,3
56,21,5,19,0,43,0
32,20,5,1,0,0,0
49,27,6,325,326,315,1
24,23,5,98,314,95,6
54,18,4,18,221,143,0
43,19,4,64,284,67,9
58,25,6,44,317,47,1
53,17,4,2,226,16,0
48,24,5,144,195,24,12
39,25,6,284,296,509,12
42,25,6,143,284,2,1
28,18,4,61,232,142,10
51,24,6,1,1,0,1
35,6,2,9,162,5,3
45,23,6,15,95,1,6
42,16,4,4,121,2,4
30,10,3,8,122,4,3
44,24,6,140,143,338,6
37,21,6,4,137,26,7
17,25,6,281,128,185,9
65,25,6,118,127,358,0
34,23,6,72,91,293,4
24,15,4,9,118,21,3
45,15,4,66,112,15,3
46,11,3,1,102,0,1
35,22,5,19,93,111,4
32,8,4,19,24,0,2
31,14,4,50,72,0,3
60,21,6,82,85,242,0
28,9,3,7,42,46,3
38,18,4,2,69,56,6
35,21,5,14,71,32,3
43,19,5,47,65,40,0
42,19,6,57,59,107,3
40,20,5,4,0,3,1
47,17,5,45,50,22,2
30,17,6,2,51,1,2
24,14,5,29,21,0,3
32,4,1,1,46,0,1
45,16,6,37,47,0,2
23,21,6,23,44,22,1
52,21,6,49,44,83,0
32,17,5,23,41,48,6
58,13,4,1,0,0,0
31,17,5,54,34,34,2
16,12,5,19,33,65,1
44,11,3,18,31,0,1
31,15,6,6,29,31,3
36,15,6,20,30,92,2
49,8,3,6,27,11,0
30,4,1,1,0,0,0
48,12,4,11,30,69,0
55,10,5,8,21,57,0
52,9,4,59,18,60,1
26,9,4,21,18,37,2
55,9,4,17,18,0,0
25,7,3,1,17,1,1
35,9,4,14,17,42,1
39,7,3,2,28,0,1
35,8,5,12,16,40,2
40,14,4,18,13,43,2
31,11,3,5,11,11,2
24,8,4,9,7,0,1
48,6,3,6,5,9,1
37,23,5,480,601,276,3
24,25,6,28,375,34,27
34,8,3,69,219,172,9
31,23,5,275,615,109,19
33,21,5,129,564,27,9
27,4,2,36,325,20,13
28,7,2,58,257,100,11
55,20,5,30,90,20,0
25,17,4,36,526,1,23
42,22,5,91,100,0,24
54,13,4,13,51,8,0
36,13,4,43,238,35,0
51,9,2,0,0,0,4
34,24,6,31,500,21,14
34,13,3,16,347,20,7
46,21,5,7,5,3,4
50,26,6,399,445,456,19
28,20,4,109,435,248,2
49,12,4,43,73,221,1
47,7,2,27,339,2,0
32,28,6,313,404,28,1
34,12,3,121,224,166,8
55,25,6,46,401,6,0
27,4,2,8,294,35,3
40,13,3,15,214,43,16
43,11,3,37,214,4,4
43,26,6,164,348,44,13
25,28,6,196,341,898,11
33,18,4,150,185,121,1
50,21,6,235,65,21,0
20,14,3,47,300,66,0
31,25,6,7,310,1,1
59,22,5,24,274,3,0
51,27,6,95,410,27,0
37,17,4,3,309,0,10
39,22,5,51,290,42,0
41,17,4,9,242,11,2
52,27,6,250,622,851,0
46,27,6,176,290,134,13
54,10,4,61,56,46,1
56,26,6,290,294,804,0
61,18,5,115,239,454,0
26,15,4,114,179,448,0
44,13,4,73,152,73,0
31,11,3,19,110,17,1
58,26,6,253,240,543,1
18,18,5,164,216,263,10
45,25,6,98,443,452,0
46,26,6,210,223,714,0
30,7,3,10,191,0,7
23,6,3,5,1,9,1
26,10,2,28,171,24,1
42,19,4,61,344,23,7
41,29,6,708,406,468,1
32,9,3,84,162,42,15
36,24,6,329,489,780,18
53,18,5,421,899,315,7
38,4,1,1,6,1,6
44,28,6,143,433,0,24
52,7,2,17,270,23,1
23,13,3,289,163,185,11
24,20,5,178,370,42,17
34,27,6,0,412,109,1
44,17,5,134,183,88,5
44,24,5,335,7,0,22
30,16,4,163,480,339,5
21,4,2,3,29,20,1
40,23,5,235,450,377,3
51,24,5,78,432,8,15
52,27,6,299,419,1040,0
30,10,3,20,231,1,1
39,23,5,13,402,1,1
31,10,4,21,378,46,3
46,26,6,305,377,0,14
18,6,2,4,35,7,15
33,13,4,206,240,64,11
16,17,4,35,260,37,13
55,27,6,306,328,1,0
58,27,6,314,331,734,0
57,25,6,2,149,3,0
53,25,6,341,304,235,5
27,24,6,292,497,362,10
27,18,4,64,229,54,13
43,21,5,40,262,34,2
36,25,6,78,396,213,3
33,19,5,107,226,475,7
51,21,5,6,296,11,0
44,18,4,78,295,14,1
57,26,6,19,267,27,0
49,27,6,266,284,287,10
44,25,6,219,254,90,13
